,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,5.7442,4.3162,8.0042,39.9944,1.6491
r_e error,774.7300,53.3278,4.4162,216.1896,11.0780
n error,14.6945,2.7852,0.2052,50.8294,0.3998
x_0 error,29.4696,2.7749,3.5786,0.0251,0.6194
