,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.1784,2.0341,3.5401,0.6145,1.6777
r_e,23.6877,2.5217,8.4478,7.9276,43.0469
n,1.4630,0.3247,0.1137,3.3073,1.4697
x_0,17.4085,23.1563,38.4118,50.0570,58.7883
