,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,0.3790,0.6535,0.3828,0.3871,1.0511
r_e error,1343.5167,1.9263,23.7079,107.2482,1.1211
n error,20.9854,0.7505,0.5230,2.6026,0.5183
x_0 error,0.0118,0.2911,2.3887,0.2780,0.0643
