,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.1405,1.1755,4.5925,0.9156,1.5020
r_e,25.5903,7.8146,7.8670,7.5423,41.0963
n,0.9638,0.8393,0.1343,2.8875,1.6638
x_0,16.4719,21.6155,37.8715,49.1658,58.0498
