,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,0.3631,4.5163,1.8783,14.5970,0.5205
r_e error,36.3049,6.7195,5.2975,116.4494,6.8052
n error,1.3428,1.8408,0.2872,33.1548,0.1476
x_0 error,9.1939,1.1122,1.6950,0.0036,0.5157
