,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,3.1388,9.4196,8.6514,44.2704,1.5642
r_e error,145.3275,67.8269,16.3987,135.0501,17.5154
n error,5.0344,3.0821,0.7772,34.6574,0.2943
x_0 error,1.1372,156.6710,28.9858,0.0870,0.6659
