,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.0036,0.1248,0.0706,0.0149,0.0354
r_e,0.8806,2.1786,49.4827,30.7297,49.2724
n,6.9370,0.6961,1.1082,3.1128,2.2177
x_0,15.8899,24.3143,33.3361,50.2551,59.7093
