,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.0417,0.1492,0.5903,0.1271,0.7788
r_e,49.9985,14.7973,4.7751,45.0005,3.8036
n,2.2611,2.2578,0.2199,1.7677,2.9366
x_0,15.8192,24.4547,31.2954,49.0447,58.7963
