,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.5016,0.6687,3.7783,1.5249,2.1156
r_e,10.5320,20.2474,9.2116,7.0016,44.1601
n,1.3245,0.5000,0.3093,2.5358,1.5520
x_0,19.9999,27.4594,37.8918,49.5619,58.6240
