,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.0133,0.6733,0.2375,0.0957,1.8828
r_e,49.8966,2.9361,49.7753,22.6490,3.2414
n,2.8888,0.9005,1.1686,2.0918,1.8579
x_0,16.6609,25.5921,32.4415,50.2634,59.5372
