,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,0.026,0.023,0.025,0.031
Continuum_2,0.018,0.018,0.018,0.030
Continuum_3,0.016,0.015,0.015,0.023
