,SNR,SNR,SNR,SNR,Signal,Signal,Signal,Signal,Noise,Noise,Noise,Noise
,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,12.061,13.374,13.676,20.798,0.317,0.312,0.342,0.643,0.026,0.023,0.025,0.031
Continuum_2,13.626,14.544,14.315,16.888,0.241,0.261,0.260,0.506,0.018,0.018,0.018,0.030
Continuum_3,12.797,15.028,13.978,18.782,0.202,0.232,0.217,0.423,0.016,0.015,0.015,0.023
