,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,12.061,13.374,13.676,20.798
Continuum_2,13.626,14.544,14.315,16.888
Continuum_3,12.797,15.028,13.978,18.782
