,Component 1,Component 2,Component 3,Component 4
I_e,0.9555,0.3552,0.0001,0.3833
r_e,1.4642,4.6157,0.8628,50.0203
n,1.0397,0.5616,9.3429,0.8840
x_0,43.3423,55.4893,62.1628,45.0000
