,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,2.1185,1.1129,0.1505,1.8403,0.9927
r_e,0.0002,4.7770,49.9765,17.5312,40.4030
n,6.4746,0.1082,2.6287,1.0575,0.2048
x_0,15.6947,21.0000,34.1913,62.3488,70.9969
