,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,3.0874,0.5739,0.1354,1.5529,0.8865
r_e,0.0004,4.9928,49.9447,19.6241,43.6009
n,5.3487,0.1048,2.3893,1.0885,0.2445
x_0,15.6651,20.9989,33.7152,62.2944,70.9954
