,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.0201,0.1867,0.0290,0.0552,0.0007
r_e,0.7477,0.0896,21.2123,41.3771,5.9313
n,2.2866,1.5472,2.3256,1.2635,8.2845
x_0,15.5682,19.8591,32.4654,61.9374,70.5405
