,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.0852,0.1359,0.1741,0.0430,0.3396
r_e,1.3746,3.7632,12.3617,49.4899,0.2401
n,0.4078,0.1000,2.2909,1.4557,1.5368
x_0,15.1686,19.8665,33.2314,62.9571,71.5071
