,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.0393,0.0454,0.0378,0.0519,0.1515
r_e,1.6879,2.9944,21.4016,49.9781,1.3428
n,0.2530,0.1052,2.2696,1.3212,0.1328
x_0,16.0081,19.2298,32.2504,62.1530,70.4397
