,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.1055,0.6508,1.7024,0.0609,0.3392
r_e,2.3472,3.0000,5.5521,49.7545,1.2393
n,1.7284,0.1283,1.6504,1.3791,0.1757
x_0,14.9382,20.3838,33.2864,62.7310,70.5385
