,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,3.546,5.967,7.038,4.961
Continuum_2,7.354,9.249,12.210,9.382
Continuum_3,6.993,9.600,12.202,9.104
