Line,Flux,Error flux
Hgamma,0.35766983497660076,0.025837761557857844
Hbeta,1.2359062436138524,0.05141876686031746
Halpha,6.928222990033131,0.08011273363885968
[SII]6716,1.4277424065923705,0.042273752408566
[SII]6731,1.0044419666329785,0.02014334100227466
HeII4687,0.02342148924411321,0.01066228913603312
HeI5876,0.1637401512138705,0.02788303890131415
[OIII]5007_d,0.8550618885064114,0.06078181826339844
[OI]6300_d,0.16758749491291694,0.015215865990426262
[NII]6583_d,2.4824317288318856,0.04343107388507325
