Line,Flux,Error flux
Hgamma,0.05403622393879413,0.016881772192164593
Hbeta,0.13031016961207711,0.010702816960068532
Halpha,0.6200010748043298,0.013739240865143023
[SII]6716,0.18832845509246202,0.009406023881254
[SII]6731,0.11403638843736505,0.005307627905102123
HeII4687,0.001240013449292588,0.00403621779209897
HeI5876,0.0,0.0023744380943494224
[OIII]5007_d,0.15115335486722095,0.009212946915098882
[OI]6300_d,0.04481189170209358,0.006822868641238266
[NII]6583_d,0.2040517209342455,0.011455477071326287
