Line,Flux,Error flux
Hgamma,0.027180210514357546,0.01918524808602924
Hbeta,0.047623589321307364,0.018153969393202154
Halpha,0.09968940526475503,0.013912686302305593
[SII]6716,0.0027335364114451062,0.016769375532036765
[SII]6731,0.005151254615587108,0.01928843050307587
HeII4687,0.0,0.02031796822830068
HeI5876,0.07216246629057274,0.031107831268900644
[OIII]5007_d,0.10816424923353742,0.031909001745870656
[OI]6300_d,0.02674368770467716,0.023203774965131534
[NII]6583_d,0.058498328145908496,0.020789039838864005
