,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise
,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20,Spectrum_21,Spectrum_22,Spectrum_23,Spectrum_24,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20,Spectrum_21,Spectrum_22,Spectrum_23,Spectrum_24,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20,Spectrum_21,Spectrum_22,Spectrum_23,Spectrum_24
Continuum_1,1.064,1.206,1.784,2.859,3.391,5.708,7.351,8.386,10.471,14.040,12.953,11.594,10.880,8.913,7.952,6.535,4.463,2.599,2.236,2.169,1.971,2.432,2.743,2.208,0.007,0.009,0.012,0.019,0.028,0.052,0.066,0.079,0.115,0.151,0.147,0.125,0.105,0.085,0.063,0.047,0.032,0.017,0.015,0.013,0.013,0.017,0.019,0.013,0.006,0.008,0.007,0.007,0.008,0.009,0.009,0.009,0.011,0.011,0.011,0.011,0.010,0.009,0.008,0.007,0.007,0.007,0.007,0.006,0.006,0.007,0.007,0.006
Continuum_2,0.810,0.995,1.006,1.315,1.740,2.153,3.552,4.838,5.203,7.349,7.242,6.581,5.576,5.367,4.622,3.325,2.936,1.526,0.990,0.937,0.651,1.250,1.618,1.120,0.010,0.012,0.015,0.020,0.027,0.044,0.063,0.075,0.099,0.137,0.145,0.119,0.107,0.084,0.066,0.048,0.036,0.022,0.018,0.013,0.012,0.015,0.018,0.015,0.012,0.012,0.014,0.015,0.016,0.020,0.018,0.016,0.019,0.019,0.020,0.018,0.019,0.016,0.014,0.015,0.012,0.014,0.018,0.013,0.018,0.012,0.011,0.013
Continuum_3,1.452,1.952,2.381,3.015,3.981,5.406,6.510,9.442,10.311,12.043,15.138,12.866,12.271,9.013,8.524,7.635,6.120,3.641,2.848,2.048,2.052,2.241,2.490,2.402,0.009,0.011,0.014,0.018,0.024,0.037,0.058,0.069,0.087,0.121,0.137,0.115,0.105,0.082,0.064,0.047,0.036,0.022,0.018,0.011,0.011,0.013,0.016,0.014,0.006,0.006,0.006,0.006,0.006,0.007,0.009,0.007,0.008,0.010,0.009,0.009,0.009,0.009,0.007,0.006,0.006,0.006,0.006,0.005,0.005,0.006,0.006,0.006
