Line,Flux,Error flux
Hgamma,0.5836542529325376,0.043540538107554067
Hbeta,1.3851955726493508,0.10317711944103843
Halpha,3.5182784203836146,0.10408551183048337
[SII]6716,0.8435234406912728,0.03430873321558484
[SII]6731,0.47146171037243223,0.018938537355760707
HeII4687,0.002867971473494895,0.005156437236589739
HeI5876,0.11663256095741442,0.03069008907577008
[OIII]5007_d,0.8582630605894715,0.0587000590685772
[OI]6300_d,0.13896831644007265,0.007864121523480462
[NII]6583_d,1.4595926464153264,0.048528698407931024
