Line,Flux,Error flux
Hgamma,0.05189035764811586,0.013882422182948238
Hbeta,0.18802534660437278,0.014991400191441974
Halpha,0.5066390308210731,0.03639583001357151
[SII]6716,0.11974641143831388,0.010260114209188391
[SII]6731,0.09522754289351201,0.00565870667452149
HeII4687,0.023390912296379934,0.006683269578833825
HeI5876,0.0991494270215337,0.01914246720995609
[OIII]5007_d,0.27110425891002543,0.015845790878564765
[OI]6300_d,0.0,0.035706737765599975
[NII]6583_d,0.04320231566627754,0.04558539077672692
