Line,Flux,Error flux
Hgamma,0.17282920762761292,0.022440105094922166
Hbeta,0.38095912738621995,0.027441421973407785
Halpha,1.9477526276514847,0.037789477498629015
[SII]6716,0.5628330700202464,0.013131393216230214
[SII]6731,0.3968755101437872,0.010007902524258944
HeII4687,0.0,0.007046536330304277
HeI5876,0.07565863811623393,0.019466436504575326
[OIII]5007_d,0.346532625859235,0.033056273720949735
[OI]6300_d,0.08962356279944415,0.01243720926868289
[NII]6583_d,0.7052438446910427,0.01232828677656505
