Line,Flux,Error flux
Hgamma,0.0203847052704381,0.020879150939784784
Hbeta,0.03407545295981316,0.017385807016535883
Halpha,0.0963703384460901,0.020464362160932496
[SII]6716,0.022567391511686154,0.012405508857478138
[SII]6731,0.03193098419930607,0.007702280147779013
HeII4687,0.0,0.011721084596847129
HeI5876,0.029920061653193785,0.007836356045276292
[OIII]5007_d,0.04530737095927189,0.0143365714736585
[OI]6300_d,0.05542471802283565,0.017913781283498947
[NII]6583_d,0.04940901636815523,0.015622923440686382
