Line,Flux,Error flux
Hgamma,0.01402647321107543,0.01822435624115731
Hbeta,0.07109572342071893,0.01735885083177471
Halpha,0.1996352394683821,0.014581821134133442
[SII]6716,0.07331777374567175,0.015790003404371943
[SII]6731,0.06062058306814209,0.01213919805896527
HeII4687,0.0025055627838909845,0.00289534904298541
HeI5876,0.005333324602858569,0.0045322879895023415
[OIII]5007_d,0.08162164529562374,0.01693491691597433
[OI]6300_d,0.006350085987964671,0.006842459812039962
[NII]6583_d,0.07201364878395654,0.01781966284316493
