Line,Flux,Error flux
Hgamma,0.05530076443301107,0.010171931533397911
Hbeta,0.08219659924872877,0.009807660244930412
Halpha,0.2845789200827547,0.012000617787852922
[SII]6716,0.07860948497006513,0.013689738684449903
[SII]6731,0.066238690884544,0.007064642932357894
HeII4687,0.03359695789410922,0.004635568116217432
HeI5876,0.0028864665167473913,0.006458515168060352
[OIII]5007_d,0.08462039567896174,0.017902356256276265
[OI]6300_d,0.04468103728606151,0.012558367111019717
[NII]6583_d,0.11435052331086865,0.011209567144507398
