Line,Flux,Error flux
Hgamma,0.1347866658349473,0.03357385894046619
Hbeta,0.3061140593647852,0.021141029893347544
Halpha,0.5312408014933861,0.03739260864929797
[SII]6716,0.13235788830135936,0.020088756534794586
[SII]6731,0.11673480258487144,0.004383252247302702
HeII4687,0.0,0.008208919724623995
HeI5876,0.028698831341534524,0.004844507158248168
[OIII]5007_d,0.3235806387768131,0.016237001798478267
[OI]6300_d,0.001777743179072056,0.004474931756944453
[NII]6583_d,0.15532867004182419,0.010481471632042934
