Name,Flux,Error flux
Hgamma,1.1651231938325852,0.23294213041252176
Hbeta,3.973233078767923,0.41606245932601793
Halpha,29.671288349800097,0.972324662318046
[SII]6716,3.6024119536671155,0.1081214886767321
[SII]6731,2.831023424980153,0.11062043646887382
HeII4687,0.09881919274839776,0.016042878307858485
HeI5876,0.7498457730494963,0.10474667581569272
[OIII]5007_d,4.373794833794081,0.29187941871931433
[OI]6300_d,0.48925706073442393,0.05189643708695969
[NII]6583_d,13.175015977582005,0.3415186772241979
