,SNR,SNR,SNR,SNR,Signal,Signal,Signal,Signal,Noise,Noise,Noise,Noise
,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,8.515,5.892,11.658,4.398,0.483,0.323,0.958,0.239,0.057,0.055,0.082,0.054
Continuum_2,11.482,10.624,20.601,9.202,0.470,0.376,1.037,0.327,0.041,0.035,0.050,0.036
Continuum_3,11.852,10.121,26.685,12.566,0.371,0.310,0.969,0.281,0.031,0.031,0.036,0.022
