,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,6.261,2.526,9.730,3.209
Continuum_2,9.054,6.091,18.272,6.755
Continuum_3,8.831,5.465,21.216,7.839
