,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20
Continuum_1,0.012,0.014,0.022,0.046,0.071,0.077,0.146,0.121,0.078,0.096,0.127,0.161,0.216,0.142,0.099,0.073,0.053,0.039,0.036,0.034
Continuum_2,0.014,0.017,0.022,0.038,0.057,0.069,0.122,0.093,0.075,0.092,0.119,0.151,0.201,0.129,0.095,0.071,0.053,0.040,0.036,0.034
Continuum_3,0.012,0.014,0.017,0.028,0.043,0.053,0.088,0.063,0.064,0.080,0.102,0.128,0.165,0.106,0.082,0.057,0.044,0.033,0.031,0.027
