,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,9.288,8.612,8.712,9.345,9.025
Continuum_2,11.221,11.096,11.145,12.978,12.197
Continuum_3,10.094,11.532,9.221,11.439,9.921
