,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.006,0.006,0.006,0.006,0.008
Continuum_2,0.004,0.005,0.004,0.004,0.004
Continuum_3,0.004,0.004,0.005,0.003,0.004
