,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.030,0.020,0.026,0.055,0.051
Continuum_2,0.020,0.017,0.018,0.042,0.026
Continuum_3,0.032,0.018,0.021,0.042,0.026
