,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,12.443,14.767,13.095,15.973,9.210
Continuum_2,12.885,14.370,13.873,13.624,9.005
Continuum_3,6.579,11.097,9.807,10.434,5.861
