,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,7.7072,0.3421,0.2257,337028.1455,0.1198
r_e error,0.3961,3.3918,3.6045,3026.2026,15.0172
n error,2.4765,1.0987,0.3808,1121681.5245,0.1446
x_0 error,0.1200,1.0372,0.8284,146.8607,1.4447
