,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,0.0798,0.0345,0.0332,736.1189,0.1088
r_e error,96.4207,49.6277,6.7565,22.2710,367.4352
n error,13.7852,3.2608,0.7578,4289.5413,2.2786
x_0 error,0.0074,2.6712,0.7305,0.4812,23.3401
