,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.0223,0.0281,0.0613,0.0385,0.0399
r_e,2.2423,2.3933,4.0165,2.6677,50.1774
n,1.8102,0.2193,0.1000,0.4543,0.3714
x_0,38.7187,61.6118,70.1980,75.9612,58.8095
