,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.0053,0.0093,0.0234,0.0210,0.0235
r_e,9.9853,8.1851,4.0592,1.9095,124.1774
n,2.6807,0.8615,0.6111,0.9770,0.4970
x_0,38.1245,61.8905,69.3581,75.0245,58.8439
