,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,1.4791,0.2782,0.6469,0.3075,0.5275
r_e,1.0307,3.1999,3.7659,6.3481,60.9778
n,0.7064,0.8338,0.2423,0.1000,0.7751
x_0,38.6615,61.7559,70.0000,74.0522,40.0000
