,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,6.4334,0.3115,1.3278,0.2290,0.1560
r_e error,0.8130,1.1430,3.9701,10.3444,17.2130
n error,3.8113,0.4217,0.3710,0.8927,0.2101
x_0 error,0.1462,0.8533,0.9275,3.3253,1.2185
