,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.0059,0.0078,0.0269,0.1739,0.0307
r_e,9.9398,7.2917,5.3222,0.1956,97.8080
n,2.5999,0.9432,0.8427,0.3969,0.5817
x_0,38.8177,61.6536,69.5625,75.8774,58.8095
