Name,Chi squared,Dof,Chi reduced
Halpha,18.19331018137568,80,0.227416377267196
Hbeta,17.11542377671827,80,0.21394279720897838
NII,10.832125794774335,80,0.13540157243467918
SII,11.70359970369108,80,0.14629499629613849
OIII,25.124441705288493,80,0.31405552131610615
