,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,2589530.3539,665262.6282,0.0521,0.0273,0.0115
r_e error,949.8262,10419.9021,4.9865,0.4470,11.7983
n error,5707133.0891,4013274.2432,1.0591,0.1565,0.1487
x_0 error,201.6026,1325.7264,0.2184,0.1659,3.8839
