,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,2.9691,0.2284,0.3988,0.3182,0.5068
r_e,0.7978,3.0839,9.0689,0.0080,73.2873
n,0.5536,0.6714,0.8917,2.6878,0.9027
x_0,38.4572,60.8796,69.1895,74.3428,36.7882
