,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,1.6794,0.5442,1.0750,0.1418,0.4740
r_e,0.8353,3.1772,3.5188,10.0000,59.9025
n,0.7397,0.4968,0.1000,1.1190,0.8828
x_0,38.9550,61.9517,70.0000,76.0000,40.0000
