,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20
Continuum_1,1.207,1.573,2.606,3.377,5.487,10.015,9.373,7.899,11.792,23.942,14.128,11.327,2.636,7.956,7.928,9.471,16.309,2.422,1.027,0.528
Continuum_2,4.795,5.304,7.373,8.692,10.226,12.746,13.479,7.709,15.111,21.954,18.940,16.469,11.916,10.843,11.988,11.326,15.661,5.177,3.704,3.714
Continuum_3,5.210,5.306,7.729,7.769,9.802,13.273,12.079,9.358,13.124,17.281,16.385,14.722,11.520,11.107,11.458,10.170,12.912,5.443,4.887,3.694
