Line,Flux,Error flux
Hbeta,1.76078443995556,0.15099675068282178
Halpha,6.258624488158857,0.15516140597985184
[SII]6716,1.3303114864790142,0.08387934248051317
[SII]6731,0.9473529356876105,0.07240188326272229
HeII4687,0.0,0.009000480161985503
HeI5876,0.12348722779529528,0.023161065919504818
[OIII]5007_d,5.089076822538962,0.06842171781745277
[OI]6300_d,0.26438161874358546,0.05230041712004011
[NII]6583_d,1.1021507893800313,0.044362157802997154
