,Component 1,Component 2,Component 3,Component 4
I_e,0.8742,1.0000,1.0000,1.0000
r_e,34.1975,33.0837,48.4836,16.9685
n,1.6945,1.4600,1.8550,1.4819
x_0,33.3961,40.0000,48.1390,59.3642
