Name,Chi squared,Dof,Chi reduced
Halpha,274.24636405908524,88,3.1164359552168777
Hbeta,139.83129910920604,88,1.588992035331887
NII,207.67697213867714,88,2.3599655924849676
SII,157.52731343654204,88,1.7900831072334322
OIII,141.33604441872822,88,1.6060914138491844
Continuum 1,923.5912383285682,88,10.495354981006457
Continuum 2,1141.392893566066,88,12.970373790523478
Continuum 3,1173.9539435698066,88,13.340385722384166
