,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,99.493,37.396,18.778,0.307,0.304
Green,0.000,46.801,12.564,0.000,0.000
Purple,0.014,9.741,53.913,0.001,0.000
Orange,0.490,6.023,14.641,96.425,64.511
Chocolate,0.003,0.040,0.105,3.266,35.185
