,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,99.835,60.237,16.298,0.151,0.095
Green,0.000,34.385,23.285,0.000,0.000
Purple,0.000,0.385,51.500,0.000,0.000
Orange,0.165,4.993,8.917,99.848,75.012
Chocolate,0.000,0.000,0.000,0.001,24.893
