,SNR,Signal,Noise
Component_1,1.154,0.493,0.427
Component_2,0.758,1.390,1.833
Component_3,-0.413,-0.336,0.813
Component_4,1.913,1.329,0.695
Component_5,1.082,0.555,0.512
Component_6,1.198,0.328,0.274
