,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,19.569,21.104,24.277,19.919,10.822
Continuum_2,16.636,20.410,20.684,19.032,14.045
Continuum_3,18.623,28.214,28.571,25.036,12.433
