,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.530,0.705,0.765,0.437,0.133
Continuum_2,0.392,0.714,0.612,0.346,0.129
Continuum_3,0.291,0.672,0.493,0.267,0.121
