,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,5.713,6.680,7.275,4.306
Continuum_2,9.655,10.382,11.603,7.007
Continuum_3,10.056,9.958,11.307,7.219
