,SNR,SNR,SNR,SNR,Signal,Signal,Signal,Signal,Noise,Noise,Noise,Noise
,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,5.713,6.680,7.275,4.306,0.209,0.217,0.254,0.096,0.037,0.033,0.035,0.022
Continuum_2,9.655,10.382,11.603,7.007,0.196,0.210,0.246,0.104,0.020,0.020,0.021,0.015
Continuum_3,10.056,9.958,11.307,7.219,0.168,0.181,0.215,0.090,0.017,0.018,0.019,0.012
