,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.2767,0.0810,0.1513,0.0110,0.1078
r_e,4.4107,11.7250,13.8219,8.9110,7.8454
n,2.8108,2.2757,1.5828,5.4461,1.4474
x_0,28.8162,57.0396,77.3796,83.0498,14.3292
