,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,0.2840,0.0601,0.0648,0.1780,0.0476
r_e error,2.3983,6.5519,5.1963,90.2352,2.3992
n error,2.4997,0.5825,0.3062,16.8580,0.3303
x_0 error,0.0009,0.0854,0.1976,0.1070,0.1478
